word,ipa
বিমানঘাঁটিতে,bimangʱãtit̪e
ফ্লোরিডা,pʰlorida
বিচে,bice
মার-এ-লাগোতে,mar-e-lagot̪e
যাপনে,ɟapne
টানাপোড়েন,tanapoɽen
মনিরুজ্জামানকে,moniruɟɟamanke
তাড়াতে,t̪aɽat̪e
প্রতিবন্ধীও,prot̪ibɔnd̪ʱi͡o̯
আমিনউদ্দিন,aminud̪d̪in
নিটওয়্যার,nitolær
ওভেন,obʱen
গার্মেন্ট,garment
ফুটওয়্যার,pʰutoʷær
পণ্য,ponno
কটন,kɔton
দেশ-বিদেশ,d̪eʃ-bid̪eʃ
গ্রামপুলিশ,grampuliʃ
জাহেদুল,ɟahed̪ul
ইনসিরলিকে,inoʃirolike
৫০টির,50tir
লিঙ্কডইনে,liŋkdine
সামারির,ʃamarir
অসন্তুষ্ট,ɔʃɔnt̪uʃto
ফলাফলের,pʰɔlapʰler
নেবার,nebar
দিয়েছে,d̪iʲecʰe
আইওসি,a͡i̯͡o̯si
বিনির্মানের,binirmaner
উত্তমপন্থা,ut̪t̪ompont̪ʰa
এলাকাবাসীরা,elakabaʃira
অভিযুুক্ত,obʱiɟu͡u̯kt̪o
জরুরিভিত্তিতে,ɟoruribʱit̪t̪it̪e
সালেও,sale͡o̯
টানাহেঁচড়া,tanahẽcɽa
রাখবেন,rakʰben
রাষ্ট্রবিরোধী,raʃtrobirod̪ʱi
পারফিউশনিস্ট,parpʰi͡u̯ʃonist
নিলুফার,nilupʰar
মুন্নার,munnar
দেবাশীষ,d̪ebaʃiʃ
জিজি,ɟiɟi
আজদকে,aɟod̪ke
আমিরাবাগ,amirabag
পবিসের,pobiʃer
গোলপোস্ট,golpost
অভিনবত্ব,obʱinbɔt̪t̪o
রিভিউ,ribʱi͡u̯
ড্রেসিংরুমের,dresiŋrumer
তাকাল,t̪akal
মেহমান,mehoman
অনারব,ɔnarbo
নড়াগাতি,nɔɽagat̪i
মাহাবুবুর,mahabubur
মিনে,mine
উগ্রপন্থীদের,ugropont̪ʰid̪er
যোগাযোগে,ɟogaɟoge
হরর,hɔror
আকাশবাণীর,akaʃbanir
আহমদের,ahmod̪er
২০তেই,20t̪e͡i̯
রোয়ানূর,roʷanur
বিহ্বল,biɟrɔl
দ্বীপটির,d̪ipɔtir
অশান্ত,ɔʃant̪o
আর্তনাদচারদিকে,art̪onad̪carod̪ike
এলোমেলোঅভাবনীয়,elomelo͡ɔ̯bʱaboniʲo
ধ্বংসলীলা,d̪ʱɔŋʃolila
উওাল,ulal
গর্জন,gorɟon
২৫২,252
পারবে,parbe
গঠনকে,gɔtʰonke
ভিসি,bʱiʃi
একাত্তর,ækat̪t̪or
পঁচাত্তরের,pɔ̃cat̪t̪ɔrer
হত্যাকারী,hot̪t̪akari
হামলাকারী,hamlakari
পিএসএলে,pi͡e̯sele
ইসরাইলবিরোধী,iʃra͡i̯lobirod̪ʱi
ছড়ানো,cʰɔɽano
জাতীয়করণসহ,ɟat̪iʲokɔronʃɔho
রাকিতিচের,rakit̪icer
গোলরক্ষকে,golrɔkkʰoke
যায়বাংলাদেশ,ɟaʲbaŋlad̪eʃ
বাদী,bad̪i
মামলাটি,mamlati
আছ,acʰo
লাইনসে,la͡i̯nʃe
মামলাটিও,mamlati͡o̯
মিজারুল,miɟarul
কায়েসের,kaʲeser
ভাড়ার,bʱaɽar
কুমিরডাঙ্গা,kumirdaŋga
ভেড়া,bʱeɽa
মওদুদ,mɔ͡o̯d̪ud̪
উপ-নির্বাচনে,upo-nirbacɔne
বিমানঘাঁটি,bimangʱãti
চারুকলা,carukɔla
অনুষদসহ,onuʃd̪ɔʃɔho
১২৩টি,123ti
ট্যাকটিক্যাল,tæktikæl
আমনকরের,amonkɔrer
মগুবাই,moguba͡i̯
কুর্দিকর,kurd̪ikɔr
আমার,amar
দেশ,d̪eʃ
শোন,ʃe͡a̯n
দেখানো,d̪ækʰane͡a̯
দৃষ্টিতেও,d̪riʃtit̪e͡o̯
নক্ষত্রের,nokkʰot̪rer
উনুনটা,ununta
বিক্রেতারা,bikret̪ara
২৪২,242
২৪৩,243
উপ-ধারায়,upo-d̪ʱaraʲ
দিবালাকে,d̪ibalake
জুভেন্টাস,ɟubʱentaʃ
ভাগিয়ে,bʱagiʲe
আনছে,ancʰe
চিরপ্রতিদ্বন্দ্বী,cirprot̪id̪d̪ɔnd̪o͡i̯
উন্নত,unnɔt̪o
সিপিআর,sipi͡a̯r
চট্টগ্রামকে,cɔttogramke
রূপান্তরের,rupant̪ɔrer
প্রয়াসও,proʲaʃo
ভাইভা,bʱa͡i̯bʱa
রাখতাম,rakʰt̪am
খণ্ড,kʰɔndo
পিতাকে,pit̪ake
গাইন,ga͡i̯n
রসনা,rɔʃona
বিলাস,bilas
মেসে,meʃe
রুনাকে,runake
নয়,nɔʲ
রিয়ালেই,riʲale͡i̯
পেরে,pere
হড্ডাহাড্ডি,hoddahaddi
১৩-১২,13-12
আনসারকে,anʃarke
বার্সার,barsar
৬৫টি,65ti
ভুক্তভোগী,bʱukt̪obʱogi
মক্কেলদের,mɔkkeld̪er
লড়ে,lɔɽe
বাবা-মার,baba-mar
হনুফার,honupʰar
উত্তরপাড়ায়,ut̪t̪ɔrpaɽaʲ
চরিত্রগুলো,corit̪rogulo
মুড,mud
গেমাররা,gemarra
ছাড়পত্র,cʰaɽpɔt̪ro
রাউল,ra͡u̯l
ছুড়লে,cʰuɽle
কুনিও,kuni͡o̯
হোশির,hoʃir
ওয়ারীর,oʷarir
কর্মকার,kɔrmokar
সাজুর,ʃaɟur
এটুকুই,etuku͡i̯
দবিরুল,d̪obirul
ময়ান,mɔʲan
অভিনীত,obʱinit̪o
প্রযোজিত,proɟoɟit̪o
ফসলহারা,pʰɔʃolhara
আর্তনাদে,art̪onad̪e
সম্পাদকীয়,ʃɔmpad̪okiʲo
সতর্কবার্তা,ʃɔt̪ɔrkobart̪a
লাভা,labʱa
অ্যাভিরা,æbʱira
এডুমেকার,edumekar
মানহানিকর,manhanikɔr
আত্মীয়-স্বজনের,at̪t̪iʲo-ʃɔɟɔner
চাইবে,ca͡i̯be
রায়ই,raʲi
গতিপ্রকৃতি,got̪iprokrit̪i
উৎপাদনকারী,ut̪pad̪onkari
গেছে-,gecʰe-
৩০১টি,301ti
ট্রায়ালে,traʷale
মনার,monar
১২৪,124
তানভিরহায়দার,t̪anbʱirɔhaʲd̪ar
২১৪,214
ইকম,ikom
ট্রেডের,treder
পারফরম্যান্সপত্র,parpʰɔromænspot̪ro
এনবিপি,enobipi
বীজতলা,biɟɔt̪ɔla
রোপনকৃত,roponkrit̪o
ধান,d̪ʱan
পাট,pat
১০৯,109
উল্লাপাড়ায়,ullapaɽaʲ
ফুটবলউল্লাপাড়া,pʰutbɔlullapaɽa
আন্তঃইউনিয়ন,ant̪o͡i̯͡u̯niʲon
রৌমারী-রাজিবপুর,ro͡u̯mari-raɟibpur
জামালপুর-৩৫,ɟamalpur-35
ছোড়েন,cʰoɽen
ফিরেনি,pʰireni
জিসান,ɟisan
বর্তমানে,bɔrt̪omane
বেলভিউ,belbʱi͡u̯
হামলাকারী,hamlakari
সুপারিনটেনডেন্টের,ʃuparintendenter
গুণী,guni
সম্মাননা,ʃɔmmanona
সাহিদা,ʃahid̪a
তাহেরের,t̪aherer
সেটেই,ʃete͡i̯
নাদাল,nad̪al
হেসেছেন,heʃecʰen
ভাষ্য,bʱaʃʃo
নির্বিচারে,nirbicare
কারাদণ্ডাদেশ,karad̪ɔndad̪eʃ
ছাদেকুর,cʰad̪ekur
সপ্তাহেই,ʃɔpt̪ahe͡i̯
নায়কের,naʲoker
মায়াবিনী,maʲabini
ছবিটি,cʰobiti
একবারও,ækbaro
জুন,ɟun
দেই-দিচ্ছি,d̪e͡i̯-d̪iccʰi
লোগোটি,logoti
ভালোবাসবে,bʱalobaʃbe
ম্যারি,mæri
ক্লদ,klɔd̪
বলপূর্বক,bɔlpurbok
বাস্তুচ্যুত,bast̪uccut̪o
স্টিফেন,stipʰen
ফ্লেমিং,pʰlemiŋ
উর্মি,urmi
জিগকু,ɟigku
হেলের,heler
নীল,nil
অমীয়,ɔmiʲo
বালার,balar
সারাফুজ্জামান,ʃarapʰuɟɟaman
আনছারী,ancʰari
উঠায়,utʰaʲ
প্রতারকচক্র,prot̪arɔkcokro
বেগমগঞ্জ,beggomɔgɔnɟ
পানাবাড়ীয়া,panabaɽiʲa
মিয়াবাড়িতে,miʲabaɽit̪e
কৃষিনির্ভর,kriʃinirbʱɔr
অর্থডক্স,ɔrt̪ʰodokʃo
খ্রিস্টানরা,kʰristanra
সংখ্যাগরিষ্ঠ,ʃɔŋkʰagoriʃtʰo
মুমিনিনবুড়ির,mumininbuɽir
মুমিনিন,muminin
কেঁদে,kẽd̪e
মুমিনিনের,mumininer
আয়ারল্যান্ডে,aʲarɔlænde
সিআরপিএফ,si͡a̯rɔpi͡e̯pʰ
তোমাদের,t̪omad̪er
যৌথবাহিনী,ɟo͡u̯t̪ʰobahini
যৌনচারে,ɟo͡u̯ncare
লিপ্তদের,lipt̪od̪er
কনডম,kondɔm
এক্স-৫,ekʃo-5
মডেলের,mɔdeler
সবসময়,ʃɔbʃɔmɔʲ
ধ্বংসস্তূপের,d̪ʱɔŋʃɔst̪uper
উদ্ধারকর্মীরা,ud̪d̪ʱarokɔrmira
নাটোরে,natore
হামলাটি,hamlati
পরিকল্পিত,porikɔlpit̪o
রইসর,rɔ͡i̯ʃɔr
ট্রেলারেই,trelare͡i̯
১১০টির,110tir
লাঙ্গলবন্দ,laŋgolbɔnk
জেরিফ,ɟeripʰ
কাঁচাবাজারগুলোতে,kãcabaɟargulot̪e
কমলাবাড়ি,kɔmlabaɽi
ইউনিয়নটি,i͡u̯niʲonti
দুুুর্গ,d̪u͡u̯urgo
ঘাপলা,gʱapla
জবাবদিহিতা,ɟɔbabd̪ihit̪a
আমাদেরই,amad̪eri
চিলি,cili
নেশন্স,neʲɔns
কাপেরপরবর্তী,kaperpɔrbɔrt̪i
থানডিউ,t̪ʰandi͡u̯
বিঘ্ন,bigʱno
বার্সায়,barsaʲ
থাকলে,t̪ʰakle
সুযোগটা,ʃuɟogta
শ্যামগঞ্জ,ʃæmgɔnɟ
কুমুদগঞ্জ,kumud̪ɔgɔnɟ
লাঞ্ছনার,lancʰonar
বেয়ারা,beʲara
সহোদর,ʃɔhod̪ɔr
হাবিবউল্লাহ,habibullah
বন্দুকের,bond̪uker
সড়কি,ʃɔɽki
টেঁটা,tẽta
গানবিষয়ক,ganbiʃɔʲok
অনুষ্ঠানগুলোতে,onuʃtʰangulot̪e
হামেরদী,hamerd̪i
মহেরশরদী,mɔherʃord̪i
নতুনহাট,not̪unhat
বায়োটিন,baʲotin
পদার্থও,pɔd̪art̪ʰo
আজকাল,aɟkal
শিক্ষায়,ʃikkʰaʲ
লিখ,likʰ
সাইফউদ্দিন,sa͡i̯pʰud̪d̪in
মোকাদ্দাস,mokad̪d̪aʃ
স্টকে,stɔke
শৃঙ্খলমুক্ত,ʃriŋkʰɔlmukt̪o
সামর্থবানদের,ʃamort̪ʰoband̪er
বলবো,bolobo
দাঁড়ান,d̪ãɽan
অভিভূত,obʱibʱut̪o
জুতি,ɟut̪i
আমরুলবাড়ি,amrulbaɽi
ডাঙ্গীরপাড়া,daŋgirpaɽa
জগেশ,ɟɔgeʃ
গার্মেন্টসে,garmentʃe
লক্ষ্যমাত্রার,lokkʰomat̪rar
ব্রহ্মপুত্রের,brɔmmoput̪rer
৮২৫০-২০০১০,8250-20010
বোতলের,bot̪oler
পেট্রুল,petrul
নাদিম,nad̪im
শাখা-পল্লব,ʃakʰa-pɔllob
সন্তানদের,ʃɔnt̪and̪er
মা-বোন,ma-bon
নোটবুকের,notbuker
৮১,81
সিস্টেমে,ʃisteme
জেনারেলও,ɟenarelo
বুঝছেন,buɟʱcʰen
সেচ্চাসেবকরাও,ʃeccaʃebkɔra͡o̯
ওসিএ,osi͡e̯
জিনস,ɟinʃ
ঝো,ɟʱo
জিয়ান,ɟiʲan
এলেনা,elena
রিস্টোভা,ristobʱa
চাকারোভা,cakarobʱa
পৌঁছেন,pẽcʰen
রুবাবার,rubabar
ফখর,pʰɔkʰor
ট্রলি,troli
এলিফ্যান্ট,elipʰænt
ম্যান,mæn
হ্যারি,hæri
পটার-এ,pɔtar-e
খ্যাপ,kʰæp
ব্যান্ড,bænd
ওটাতে,otat̪e
আভাস,abʱaʃ
বাজাবে,baɟabe
ঐক্যই,o͡i̯kko͡i̯
একটাও,ækta͡o̯
নব্বইয়ের,nɔbbo͡i̯ʲer
প্রিন্স,prinʃo
ওঠানো,otʰano
লিভিং,libʱiŋ
লিজেন্ড,liɟend
নায়করাজ,naʲokɔraɟ
বসিয়েছেন,boʃiʲecʰen
আলফ্রেডো,alopʰredo
স্টেফানোর,stepʰanor
আসনে,aʃone
দাঁড়াব,d̪ãɽab
খোঁজ-খবর,kʰõɟ-kʰɔbɔr
০০১,001
ফলোয়ারের,pʰɔloʷarer
নেদারল্যান্ডস,ned̪arlændʃ
ভারতভিত্তিক,bʱart̪obʱit̪t̪ik
আবিষ্কার,abiʃkar
১৮৩৫৪,18354
১৪৫,145
ম্যাককালাম,mækkalam
বন্দুকটি,bond̪ukti
বিনালি,binali
ইলদিরিম,ild̪irim
প্রাপ্ত,prapt̪o
স্মরণসভায়,ʃɔro͡i̯ʃɔbʱaʲ
দিনকয়েক,d̪inkɔʲek
লুকাস,lukaʃ
ডিগনেকে,digoneke
লেফট-ব্যাক,lepʰt-bæk
আদ্রিয়ানো,ad̪riʲano
সেচ্ছাসেবক,ʃeccʰaʃebɔk
মাজেদ,maɟed̪
মাহারান,maharan
মারুফা,marupʰa
ভ্যানটিতে,bʱæntit̪e
লেগুনায়,legunaʲ
অ্যান্ড্রয়েডের,ændroʲeder
ন্যুগাট,nnugat
ধানখোলা,d̪ʱankʰola
ড্রোনভিত্তিক,dronbʱit̪t̪ik
নজরদারিও,noɟord̪ari͡o̯
সমরাস্ত্র,ʃɔmorast̪ro
হামলাগুলোও,hamlagulo͡o̯
বিস্কুটের,biʃkuter
ইটভাটাগুলোতে,itbʱatagulot̪e
কাঠ,katʰ
আইপিএলটা,a͡i̯pi͡e̯lta
হামলা,hamla
চেষ্টামানিকগঞ্জ,ceʃtamanikgɔkɟ
প্রতিনিধিমানিকগঞ্জে,prot̪inid̪ʱimanikgɔnɟe
৭৮তম,78t̪ɔmo
রিজেন্ট,riɟent
প্রতিষ্ঠাবার্ষিকী,prot̪iʃtʰabarʃiki
৭টা,7ta
রেডিসন,rediʃɔn
দুষ্টুমি,d̪uʃtumi
আত্মীয়বাড়ি,at̪t̪iʲobaɽi
সমুদ্রসীমানা,ʃomud̪roʃimana
দ্বন্দ্বে,d̪ɔnd̪e
যুক্তরাষ্ট্র,ɟukt̪oraʃtro
সমঝোতামূলক,ʃɔmɟʱot̪amulok
মিয়ানমারও,miʲanmaro
লোডশেডিংয়ে,lodoʃediŋʲe
ঋণচুক্তিতে,rincukt̪it̪e
সার্কুলারে,ʃarkulare
ইনিসেও,iniʃe͡o̯
প্রভা,probʱa
সিনেমাটিক,ʃinematik
ফরাজী,pʰɔraɟi
জগদিস,ɟɔgod̪iʃ
শিয়ালের,ʃiʲaler
উৎপাতে,ut̪pat̪e
সাউথইস্ট,ʃa͡u̯t̪ist
বিপ্লকে,biplɔke
বোয়ালমারী,boʷalmari
আমানতকারীদের,amanot̪karid̪er
বাংলো,baŋlo
হুয়ান,huʲan
পোত্রোকে,pot̪roke
মাস্টার্সের,mastarser
সেমিতে,ʃemit̪e
অরূপ,ɔrup
এলিটা,elita
ভিজিটরের,bʱiɟitrer
আধিকারিকও,ad̪ʱikariko
লুলিয়া,luliʲa
নথিটি,not̪ʰiti
কানেকশনের,kanekʃoner
হ্যান্ডেল,hændel
বাড়াবাড়ি,baɽabaɽi
ইসলামাবাদকে,islamabad̪ke
ধাক্কাটা,d̪ʱakkata
খ্যাতনামা,kʰæt̪ɔnama
গ্লোবো,globo
ব্রাজিলেরই,braɟileri
আমিরিদিসকে,amirid̪iʃke
অ্যামাজন,æmaɟon
ক্লাউড,kla͡u̯d
ক্যাম,kæm
অর্ধেক,ɔrd̪ʱek
কারুশিল্পীদের,karuʃilpid̪er
কারুশিল্পী,karuʃilpi
কূয়াশায়,kuʲaʃaʲ
ফৌজিসুলভ,pʰo͡u̯ɟiʃulɔbʱ
মঙ্গলবারও,moŋgolbaro
বটতলী,bɔtt̪oli
অপরাপর,ɔpɔrapor
শক্তিও,ʃɔkt̪i͡o̯
অপূর্বকে,ɔpurboke
কোথাওবা,kot̪ʰa͡o̯ba
শৌখিন,ʃo͡u̯kʰin
শিকারিরা,ʃikarira
ট্যাম্পাকো,tæmpako
ফয়েলস,pʰɔʲelʃ
গাজীরচট,gaɟircɔt
বাইপাইল,ba͡i̯pa͡i̯l
সমিতি-২,ʃomit̪i-2
হিসাবরক্ষণ,hiʃabɔrokkʰɔn
শিক্ষানবিসকালে,ʃikkʰanbiʃkale
৬৬৪সহ,664ʃɔho
সংখ্যা-৯৪,ʃɔŋkʰkʰa-94
তা-ই,t̪a-i
সাইনুসাইটিস,sa͡i̯nuʃa͡i̯tis
ডয়াম,dɔʲam
সাইনাসের,sa͡i̯naʃer
পুনঃপ্রতিষ্ঠার,punoprot̪iʃtʰar
প্যাকেটে,pækete
বাচসাস-এর,bacʃaʃ-er
কবিকে,kobike
তথ্যপ্রযুক্তিবিষয়ক,t̪ot̪t̪oproɟukt̪ibiʃɔʲok
সজীব,ʃoɟib
জয়,ɟɔʲ
৩০১,301
গঠনতন্ত্রের,gɔtʰnt̪ɔnt̪rer
স্টেরয়েড,sterɔʲed
ইনজেশন,inɟeʃon
অ্যালার্ম,ælarmo
স্ট্রেনদেনিং,strend̪eniŋ
ইনক্লুসিভ,inkluʃibʱ
চিটাগাং,citagaŋ
ট্রাকস,trakʃ
অনুদানের,onud̪aner
পর্য়ায়ে,pɔrʷaʲe
ব্লেড,bled
লিঙ্গ,liŋgo
শানু,ʃanu
সিনিয়ররা,siniʲorɔra
শিলমাড়িয়া,ʃilmaɽiʲa
ধোঁয়ার,d̪ʱe͡ã̯ʲar
পশ্চিমভাগ-বাঁশবাড়িয়া,poʃcimbʱag-bãʃbaɽiʲa
অপ্রত্যাশিত,ɔprot̪t̪aʃit̪ɔ
শেষেই,ʃeʃe͡i̯
হজসন,hɔɟoʃon
জানতেন,ɟant̪en
চটে,cɔte
ধরলার,d̪ʱɔrlar
ফিদ্দু,pʰid̪d̪u
মেকে,meke
সপ্তমবারের,ʃɔpt̪ɔmɔbarer
কামরুন,kamrun
আঁতাত,ãt̪at̪
আয়েশে,aʲeʃe
বাসভবনের,baʃbʱbɔner
দেয়ালগুলোয়,d̪eʲalguloʲ
ফাটল,pʰatl
ইট,it
মিলাররা,milarra
কর্মসূচিতে,kɔrmoʃucit̪e
শুনাবেন,ʃunaben
পিপি,pipi
পানীয়টি,paniʲoti
পানে,pane
কোলেস্টরলের,ke͡a̯lestɔrler
শহিদুলকে,ʃohid̪ulke
এআর-১৫,e͡a̯r-15
