Rangpur,ipa_rangpur,Kishoreganj,kishoreganj_ipa,Chittagong,chittagong_ipa,Narsingdi,ipa_narshingdi,Narail,narail_ipa
বেপারী,bæpari,যুদ্দের,ɟud̪d̪er,বুঝাক,buɟʱak,কাচ্চিডা,kaccida,য়্যালাইছি,ʲæla͡i̯cʰi
ওইপাকে,o͡i̯pake,হরসে,horʃe,আতের,at̪er,টিও-টিও,ti͡o̯-ti͡o̯,তিনখেনে,t̪inkʰene
আমির,amir,অস্র,ɔsro,খারি,kʰari,গেলাম,gelam,বায়ান্নোশো,baʲannoʃo
এইগলেক,e͡i̯golek,মস্র,mosro,খরনি,kʰɔroni,হেসময়,heʃɔmɔʲ,দামি,d̪ami
টাওয়াত,ta͡o̯ʲat̪,থইসে,t̪ʰo͡i̯ʃe,চুপ,cup,সুমন,ʃumɔn,ত্যারশো,t̪ærʃo
টেকাটুকে,tekatuke,এখনও,ækʰono,লইয়্যেদে,lo͡i̯ʲd̪ʱed̪e,ভাবির,bʱabir,পিতল,pit̪ɔl
পাগলাক,paglak,গুরতে,gurt̪e,দরখারও,d̪ɔrkʰaro,ভাবিয়ে,bʱabiʲe,ডুবলিকেট,dubliket
বাজারগুলা,baɟargula,গুরতো,gurt̪o,খওনদওনেরও,kʰɔ͡o̯nd̪onero,উদঘাটন,ud̪gʱaton,ডং,dɔŋ
কালেকশন,kalekʃon,আমডাও,amda͡o̯,অনের,oner,কওছে,kocʰe,শ্বশুরবাড়ি,ʃoʃurbaɽi
পাগলার,paglar,দুরান্ত,d̪urant̪o,ভাইফুতে,bʱa͡i̯pʰut̪e,করারে,kɔrare,মাইয়ে-টাইয়ে,ma͡i̯ʲe-ta͡i̯ʲe
বয়সও,bɔʲoʃo,তেইক্কাও,t̪e͡i̯kka͡o̯,মরের,mɔrer,গদ্দুয়া,gɔd̪d̪uʲa,ঘুরিস,gʱuriʃ
পরিচিত,poricit̪o,নিলকুটি,nilkuti,ফুফিরে,pʰupʰire,ঝুমা,ɟʱuma,যাইনা,ɟa͡i̯na
অগিলাক,ɔgilak,নিলের,niler,বুঝিবা,buɟʱiba,আগো,ago,রাত্তির,rat̪t̪ir
চৌধারানী,co͡u̯d̪ʱarani,নিলকুটির,nilkutir,ইমারে,imare,গতরটা,gɔt̪ɔrta,বুঝবানে,buɟʱbane
বাজারটাও,baɟarta͡o̯,ববন,bɔbon,রুনানিরে,runanire,মা-খালারা,ma-kʰalara,মামুরা,mamura
পাওটোনা,pa͡o̯tona,অনেকটাই,ɔnekta͡i̯,আব্বোর,abbor,গদ্দুইয়া,gɔd̪d̪u͡i̯ʲa,রামগদি,ramgod̪i
অপাকে,ɔpake,টুরান,turan,মশাইয়্যার,mɔʃa͡i̯ʲɟar,ডিমেরে,dimere,কুড়ি-ফঁচিশ,kuɽi-pʰ̃ciʃ
ব্রাম্নিকুন্ডা,bramnikunda,এইদিগে,e͡i̯d̪ige,যেতবার,ɟet̪obar,বয়দা,bɔʲd̪a,হাঁস,hãʃ
বুজেন,buɟen,আমবো,ambo,এতবার,et̪obar,সরিষার,ʃoriʃar,ফায়,pʰaʲ
থাকেন।হোক,t̪ʰaken।hok,মজিদফুরের,moɟid̪pʰurer,হাইজ,ha͡i̯ɟ,তেলরে,t̪elre,যেইডের,ɟe͡i̯der
যতকোনা,ɟɔt̪okona,তাকতো,t̪akot̪o,সিএনজিত,si͡e̯nɟit̪o,বড়রে,boɽore,গলাডা,gɔlada
খাওয়া-দাওয়ার,kʰa͡o̯ʷa-d̪a͡o̯ʷar,জঙ্গল,ɟɔŋgol,হাইজর,ha͡i̯ɟɔr,আই-সিটি,a͡i̯-siti,ডুব,dub
খাশি,kʰaʃi,মঙ্গল,moŋgol,শখও,ʃɔkʰo,পরাইতো,pɔra͡i̯t̪o,এসে,eʃe
টাশি,taʃi,হুইনচছ,hu͡i̯ncɔcʰo,মিডি,midi,ড্যাফোডিলের,dæpʰodiler,খুঁইজে,kʰũiɟe
নন,nɔn,এগারসিন্দুর,ægarʃind̪ur,কুতুবর,kut̪ubɔr,সি-এস-সি,ʃi-es-si,দাবড়াচ্ছি,d̪abɽaccʰi
ব্যাসেস,bæʃes,এগারসি,ægarsi,আইন্নি,a͡i̯nni,ডিপার্টমেন্টের,dipartomenter,দাবড়ালি,d̪abɽali
ওগুলাক,ogulak,ফুশকুনি,pʰuʃkuni,ফুতেরা,pʰut̪era,ছাতিয়ামারা,cʰat̪iʲamara,ঝাড়ের,ɟʱaɽer
ভালোমত,bʱalomɔt̪,বেফুট,bepʰut,যাইতুর,ɟa͡i̯t̪ur,হেদিকদা,hed̪ikɔd̪a,ফুটোর,pʰutor
খিলাইলে...,kʰila͡i̯le...,রাজার,raɟar,ইয়ারফুডত,iʲarpʰudɔt̪,ছুডুবালারতে,cʰudubalart̪e,বাঁশঝাড়,bãʃɟʱaɽ
পাঁচশত,pãcʃɔt̪,কাহিনি,kahini,বেয়াকের,beʲaker,যেইসময়,ɟe͡i̯ʃɔmɔʲ,নাইরকেল,na͡i̯rkel
।ওমরা,।omra,লম্বা,lɔmba,মিটাই,mita͡i̯,পড়াইতো,pɔɽa͡i̯t̪o,গুড়াদে,guɽad̪e
।যেহেতু,।ɟehet̪u,কাহিনিডা,kahinida,ইবেরও,ibero,নরমালভাবে,nɔrmalbʱabe,টাচের,tacer
খাশির,kʰaʃir,রাজা,raɟa,দোষ,d̪oʃ,সবস্যারগর,ʃɔboʃʃargor,বাসা,baʃa
প্লাস,plas,স্বপ্নে,ʃɔpne,গেইইয়ে,ge͡i̯͡i̯ʲe,ঝাঝড়া,ɟʱaɟʱɽa,লাগাইস,laga͡i̯ʃ
থাক্ল।এটা,t̪ʰaklɔ।eta,দেখছে,d̪ekʰcʰe,নিতেও,nit̪e͡o̯,ফেলবা,pʰelba,দরকারি,d̪ɔrkari
ওইতা,o͡i̯t̪a,কুইজ্জে,ku͡i̯ɟɟe,ফারিরতো,pʰarirot̪o,ঢুকায়,dʱukaʲ,লাগা,laga
রাখলেন,rakʰlen,কুজার,kuɟar,ফায়লি,pʰaʲli,আবিষ্কার,abiʃkar,ক্যাল্লায়,kællaʲ
এমাউন্ট,æma͡u̯nt,আওয়াতে,a͡o̯ʲat̪e,উইতেরো,u͡i̯t̪ero,হুমেরে,humere,পড়বানি,pɔɽbani
স্বর্ণ-বর্ণ,ʃɔrno-bɔrno,রাজারে,raɟare,যেটা,ɟeta,ডাহেও,dahe͡o̯,রোদ্দুর-বৃষ্টি,rod̪d̪ur-briʃti
আছে।শোক,acʰe।ʃok,দেহাইছে,d̪eha͡i̯cʰe,ছিলোনা,cʰilona,শখটা,ʃɔkʰta,কয়দিনি,kɔʲd̪ini
শোক,ʃok,রানিরে,ranire,সেটা,ʃeta,শখ,ʃɔkʰ,যাওয়ায়র,ɟa͡o̯ʷaʲor
টাকাঁর,takãr,নামাইলে,nama͡i̯le,পাওয়াই,pa͡o̯ʷa͡i̯,যেরকমই,ɟerɔkomi,গরি-বাইছুর,gori-ba͡i̯cʰur
কাছা-কাছি,kacʰa-kacʰi,উডবো,udbo,পেলে,pele,অফিসারের,ɔpʰisarer,ইশ,iʃ
বাজেট,baɟet,রানি,rani,দুনিয়ার,d̪uniʲar,পদে,pɔd̪e,পাহারা,pahara
মানষেক,manʃek,দৌড়,d̪o͡u̯ɽ,ঝাপসা,ɟʱapʃa,গরিবরারে,goribrare,বউরে,bo͡u̯re
বিলাইতে,bila͡i̯t̪e,মাহিন্নেয়া,mahinneʲa,আলোয়,aloʲ,পরিবারেরতে,poribarert̪e,ফেলাইছেলো,pʰela͡i̯cʰelo
যায়।টাকা,ɟaʲ।taka,ফুলাফান্তের,pʰulapʰant̪er,গুঁড়ো,gũɽo,গরিবরার,goribrar,গোলা,gola
খিলাইতে,kʰila͡i̯t̪e,মায়েরে,maʲere,কাঁচের,kãcer,পিছনে,picʰone,দৌড়ইছে,d̪o͡u̯ɽo͡i̯cʰe
যায়।আইসো,ɟaʲ।a͡i̯ʃo,কইজ্ঞা,ko͡i̯gga,চাও,ca͡o̯,দ্বারা,d̪ara,ঝুমায়,ɟʱumaʲ
সিগারেট,ʃigaret,দেহন,d̪ehon,ভাসিয়ে,bʱaʃiʲe,মিস্কিন,miskin,শাউড়ি,ʃa͡u̯ɽi
অংশত,ɔŋʃɔt̪,আব্দুল্লারে,abd̪ullare,দূরবীনে,d̪urbine,জঙ্গল-নদী,ɟɔŋgolo-nd̪i,গোল্ডের,golder
আইটকের,a͡i̯tker,দেইক্কাইজ্ঞাছে,d̪e͡i̯kka͡i̯gacʰe,রাখবো,rakʰbo,ফি,pʰi,ঝুমা,ɟʱuma
দিকটাও,d̪ikta͡o̯,রাক,rak,জাহাজ,ɟahaɟ,কোনোমতে,konomɔt̪e,বেড়াইছে,beɽa͡i̯cʰe
নইগবার,no͡i̯gbar,আম্মো,ammo,মাস্তুল,mast̪ul,বাফের,bapʰer,নিতিই,nit̪i͡i̯
জাত,ɟat̪,রাকতো,rakt̪o,ছারখার,cʰarkʰar,উট্টুহানি,uttuhani,প্রথমদিন,prot̪ʰomd̪in
সেলুন,ʃelun,মাইয়াগো,ma͡i̯ʲago,গল্প,gɔlpo,উট্টূহানি,uttuhani,ঘেরের,gʱerer
সেলুনের,ʃeluner,গেছলামগা,gecʰolamga,লিখছি,likʰcʰi,উফ্রে,upʰre,কাটাচ্ছে,kataccʰe
চেংরা,ceŋra,কিনবে,kinbe,বাঁচবার,bãcbar,চাইয়ো,ca͡i̯ʲo,কৈ,ko͡i̯
কর্মী,kɔrmi,এইদা,e͡i̯d̪a,রাখতে,rakʰt̪e,বুঝছো,buɟʱcʰo,মহোৎসুব,mɔhot̪ʃub
অলসতা,ɔloʃot̪a,টেকা,teka,দুপুরের,d̪upurer,ভুইল্লা-টুইল্লা,bʱu͡i̯lla-tu͡i̯lla,সবতা,ʃɔbot̪a
আমরাও,amra͡o̯,জিনিসটিই,ɟiniʃti͡i̯,আবদার,abd̪ar,যাইয়োগা,ɟa͡i̯ʲoga,উঠয়,utʰʲ
যেহুতু,ɟehut̪u,তুত্তুলির,t̪ut̪t̪ulir,সাঁতরে,ʃãt̪re,হইছে।কাচ্চি,ho͡i̯cʰe।kacci,উথোয়,ut̪ʰoʲ
খাটি,kʰati,হাপ্পেন,happen,পাড়,paɽ,ধরনেরই,d̪ʱɔroneri,কাটিছি,katicʰi
যায়গাত,ɟaʲgat̪,কিইন্নালা,ki͡i̯nnala,খোঁজার,kʰõɟar,চিকেন,ciken,যযেটুক,ɟɔɟetuk
ঝুনি,ɟʱuni,কিন,kin,আকাশ,akaʃ,কলিজার,koliɟar,এইফিলে,e͡i̯pʰile
ওগুলাত,ogulat̪,নিমা,nima,বেয়ে,beʲe,দেশি,d̪eʃi,কোলে,kole
ফ্যামিলি,pʰæmili,রাকলে,rakle,নেমে,neme,ব্রয়লার,brɔʲlar,সেইডেও,ʃe͡i̯de͡o̯
ছেলেও,cʰele͡o̯,মরিয়মের,moriʲomer,ভোরে,bʱore,বিরিয়ানির,biriʲanir,কঞ্জুষ,kɔnɟuʃ
বাড়্রির,baɽrir,গরমের,gɔromer,ভাঙা,bʱaŋa,রানতারো,rant̪aro,মহোৎসবে,mɔhot̪ʃɔbe
টিল্ডিং,tildiŋ,মাইদেন,ma͡i̯d̪en,ঘুমে,gʱume,শ্বশুর,ʃoʃur,মহোৎসব,mɔhot̪ʃɔb
।এখন,।ækʰon,মরিয়মেরটি,moriʲomerti,খুঁজো,kʰũɟo,পোলাও,pola͡o̯,কুয়টার,kuʲtar
জানেন।হ,ɟanen।ho,ফলেস্টার,pʰɔlestar,আমায়,amaʲ,চাইলডা,ca͡i̯lda,কোহান্তে,kohant̪e
কাকী,kaki,মারি,mari,আশে-পাশে,aʃe-paʃe,রইছিল,ro͡i̯cʰilo,উঠিছি,utʰicʰi
বৈশাখী,bo͡i̯ʃakʰi,বেশিদিন,beʃid̪in,নেই,ne͡i̯,হিজ্জে,hiɟɟe,শুইছি,ʃu͡i̯cʰi
।ওইতো,।o͡i̯t̪o,লাও,la͡o̯,জ্বেলো,ɟelo,জোয়ান,ɟoʲan,শুলিরে,ʃulire
গেছিলেন,gecʰilen,হরিস,horiʃ,মানুষের,manuʃer,হয়ুরের,hoʲurer,আন্নে,anne
হুহ,huho,লইয়ালাও,lɔ͡i̯ʲala͡o̯,সমুদ্রে,ʃomud̪re,হউরে,ho͡u̯re,বসছিলো,boʃcʰilo
ভালই,bʱalo͡i̯,জামাডি,ɟamadi,গুনেছি,gunecʰi,বিয়াই,biʲa͡i̯,বললাম,bollam
পাইছেন।আমাক,pa͡i̯cʰen।amak,রাকবা,rakba,স্টেশনের,steʃoner,বিয়াইরে,biʲa͡i̯re,যজ্ঞ,ɟoggo
হাঁ,hã,জামাডা,ɟamada,চত্বরে,cot̪ʃɔre,হেল্প,helpo,হচ্ছেলো,hoccʰelo
অবশ্যই,ɔboʃʃo͡i̯,বাল্লাগজে,ballagɟe,হারিয়ে,hariʲe,রান্দিবালা,rand̪ibala,আসছিলি,aʃcʰili
কিছুদিন,kicʰud̪in,জিগাইতা,ɟiga͡i̯t̪a,ট্রেনে,trene,কমুনে,komune,সিতেরামপুর,ʃit̪erampur
গেইনও।পরে,ge͡i̯nu।pɔre,বেছার,becʰar,ঘরে,gʱɔre,।।,।।,আসছিলাম,aʃcʰilam
তাওতাত,t̪a͡o̯t̪at̪,রাকা,raka,ফিরবো,pʰirbo,হরির,horir,থাইহে-টাইহে,t̪ʰa͡i̯he-ta͡i̯he
যানেন,ɟanen,দেইজ্ঞাজা,d̪e͡i̯ggaɟa,ইতেরও,it̪ero,আনতে-আনতে,ant̪e-ant̪e,ঝিমেচ্ছে,ɟʱimeccʰe
তাওয়াত,t̪a͡o̯ʲat̪,ফিন্দাম,pʰind̪am,আক্বদের,akʃɔd̪er,হট-পটো,hɔt-pɔto,মন-টন,mon-tɔn
যাতায়েতের,ɟat̪aʲet̪er,রাখত,rakʰt̪o,টোয়ার,toʷar,রাখতা,rakʰt̪a,বাট,bat
।যদি,।ɟod̪i,ইয়াল্লা,iʲalla,ভাইনির,bʱa͡i̯nir,যাইলোগা,ɟa͡i̯loga,বাটের,bater
নোয়ায়।তাইলে,noʷaʲ।t̪a͡i̯le,রাখলো,rakʰlo,জামাই-টামাই,ɟama͡i̯-tama͡i̯,জানিছেন,ɟanicʰen,শুনিছিস,ʃunicʰiʃ
সম্পর্ক,ʃɔmporko,মনইছে,mono͡i̯cʰe,দাদি,d̪ad̪i,যেভাবে,ɟebʱabe,সেইদিন,ʃe͡i̯d̪in
সম্পুত্তি,ʃɔmput̪t̪i,এইডির,e͡i̯dir,গরাইয়্যেদে,gɔra͡i̯kd̪ʱed̪e,রানছি,rancʰi,পচানু,pɔcanu
বটোয়ারা,bɔtoʷara,সবডির,ʃɔbdir,দেইক্কুমা,d̪e͡i̯kkuma,বয়াইলাম,bɔʲa͡i̯lam,পচাইছি,pɔca͡i̯cʰi
হইসে।না,ho͡i̯ʃe।na,উম্মম্ম...,ummɔmmo...,অহংকার,ɔhɔŋkar,গোশতোডা,goʃot̪oda,যেইদিনকে,ɟe͡i̯d̪inke
।ভাগ,।bʱag,ছেলেদের,cʰeled̪er,রাইখতো,ra͡i̯kʰot̪o,চালডা,calda,অইদিনকে,ɔ͡i̯d̪inke
না।বাড়িত,na।baɽit̪o,ফাঞ্জাবি,pʰanɟabi,রিমুনির,rimunir,চাইলের,ca͡i̯ler,বাউ,ba͡u̯
রোগী,rogi,মারো,maro,যাইতেম,ɟa͡i̯t̪em,জোশ,ɟoʃ,আসছে,aʃcʰe
অমার,ɔmar,মিজ্জাফুর,miɟɟapʰur,গইরগুন,go͡i̯rgun,সমস্যাডা,ʃɔmoʃʃada,অভীকরাও,obʱikɔra͡o̯
বেটারও,betaro,দাড়োইত্ত,d̪aɽo͡i̯t̪t̪o,ব্যাটারি,bætari,বিরানির,biranir,আভীক,abʱik
মীরবলে,mirobole,থানাই,t̪ʰana͡i̯,আছো,acʰo,প্রশংসা,proʃoŋʃa,গতকাইলকে,gɔt̪ka͡i̯lke
যেটা।ওটা,ɟeta।ota,কিন্নালা,kinnala,গেইয়্যু,ge͡i̯ʲd̪ʱu,সালাত,salat̪,রাত্তিতি,rat̪t̪it̪i
জুগ,ɟug,বাহরুইনচে,bahru͡i̯nce,খইয়ো,kʰo͡i̯ʲo,চোহের,coher,ঘুরা-ফিরা,gʱura-pʰira
আচ্ছি,accʰi,কিনব,kinbo,বলিয়েরে,boliʲere,ভাসতাছে,bʱaʃt̪acʰe,ঘুরোয়-মুরোয়,gʱuroʲ-muroʲ
এগারোটার,ægarotar,বাহরুইন,bahru͡i̯n,লইট্যা,lo͡i̯tt̪a,লাইছো,la͡i̯cʰo,শাগিন,ʃagin
আচ্ছেন,accʰen,মইরুম্মারে,mo͡i̯rumma͡a̯e,খাইদে,kʰa͡i̯d̪e,আরেকদিন,arekd̪in,গ্যাজায়,gæɟaʲ
খাইসেন,kʰa͡i̯sen,মিলতো,milɔt̪o,সন,ʃɔn,খাওয়ামু,kʰa͡o̯ʷamu,গনেশ,gɔneʃ
শটকট,ʃɔtkɔt,বেচ্ছে,beccʰe,আনাইবা,ana͡i̯ba,দিতাছো,d̪it̪acʰo,থাপা,t̪ʰapa
ইশ্বর,iʃʃɔr,গামছাডি,gamcʰadi,খইলা,kʰo͡i̯la,আঙেলে,aŋele,গ্যাজাতি,gæɟat̪i
দ্মো,d̪o,চাইছে,ca͡i̯cʰe,অয়ো,ɔʲo,আসক,aʃok,গাদা,gad̪a
জীবনতো,ɟibɔnt̪o,চাইচুইন,ca͡i̯cu͡i̯n,হিহিহাহা,hihihaha,বাইতওই,ba͡i̯t̪o͡i̯,অভীকরে,obʱikɔre
লাগবার,lagbar,একদাম,ækd̪am,সাইওদে,sa͡i̯od̪e,বিয়া-শাদির,biʲa-ʃad̪ir,হাসতি,haʃt̪i
খাসির,kʰaʃir,পড়বো,pɔɽbo,খইয়্যদে,kʰo͡i̯ʲcod̪e,বাও-টাও,ba͡o̯-ta͡o̯,গউরোয়,gɔ͡u̯roʲ
মাংসর,maŋʃɔr,পঞ্চাশটা,pɔncaʃta,খবে,kʰɔbe,দুজনে,d̪uɟone,আঠাখোর,atʰakʰor
কাটাটা,katata,ট্যাহায়,tæhaʲ,ওয়াদা,oʷad̪a,আইবা,a͡i̯ba,ক্রিকেট-ম্রিকেট,kriketɔ-mriket
গোস্ট,gost,দিবেন,d̪iben,ফইত্যদিন,pʰo͡i̯t̪t̪od̪in,তুমিওই,t̪umi͡o̯͡i̯,মালোডা,maloda
উঠবেন,utʰben,ট্যাকার,tækar,মিনিটর,minitɔr,এল্লাওই,ella͡o̯i,পিটাইছে,pita͡i̯cʰe
।একটা,।ækta,ট্যাকাও,tæka͡o̯,রান্না-টান্না,ranna-tanna,বাওডা,ba͡o̯da,চন্দনের,cɔnd̪oner
সেটার,ʃetar,আনবামোনে,anbamone,হানিক,hanik,কইছো,ko͡i̯cʰo,বিকেল্বেলা,bikelbela
বেশি।তাইলে,beʃi।t̪a͡i̯le,ফাহুইনদারতে,pʰahu͡i̯nd̪art̪e,ঘুরিঘারি,gʱurigʱari,বান্ধবীরা,band̪ʱobira,চেনবে,cenbe
সালে,sale,আনবামো,anbamo,আইয়ু,a͡i̯ʲu,ঘটক,gʱɔtok,চিনা,cina
হাজার...দুই,haɟar...d̪u͡i̯,লাগদোনা,lagd̪ona,ফারিনি,pʰarini,ছাতি,cʰat̪i,ভিক্টোরিয়া,bʱiktoriʲa
বেঁছে,bẽcʰe,মামুনিরে,mamunire,খামে,kʰame,ছাত্তি,cʰat̪t̪i,অভিজিৎ,obʱiɟit̪
গেসে।তোমার,gese।t̪omar,রাখতো,rakʰt̪o,মিশুইয়্যারে,miʃu͡i̯ʲɟare,বন্দুরে,bond̪ure,ফুটবল,pʰutbɔl
সালে।দশ,sale।d̪ɔʃ,লাগতাছিন,lagt̪acʰin,সম্ভব,ʃɔmbʱɔb,লাইছ,la͡i̯cʰo,প্রতিনিয়ত,prot̪iniʲot̪
হুম।তাহলে,hum।t̪ahole,হিডা,hida,এরখম,erkʰom,ছাত্তিডা,cʰat̪t̪ida,এসআই,eʃa͡i̯
জিবনে,ɟibone,বড়ো,bɔɽo,অঁয়ারে,ɔ̃ʲare,হমু,homu,আরায়,araʲ
হাড়ে,haɽe,বরর,bɔror,আইবা,a͡i̯ba,জীবন,ɟibɔn,চুদায়ে,cud̪aʲe
টের,ter,অইলেও,æ͡i̯le͡o̯,মিশুইয়্যা,miʃu͡i̯ʲla,তছ-নছ,t̪ɔcʰo-ncʰo,দৌড়নি,d̪o͡u̯ɽoni
বাহে।তোর,bahe।t̪or,কাকি,kaki,রান্দিবারি,rand̪ibari,সূর্যের,ʃurɟer,ঝিমেবে,ɟʱimebe
স্নেহ,sneho,গেঞ্জি,genɟi,সেলিম,selim,তেজ,t̪eɟ,মেসে,meʃe
এয়ে,eʲe,আইছ,a͡i̯cʰo,দুঁইরগা,d̪ũiroga,লাইগাও,la͡i̯ga͡o̯,ষোলোশ,ʃoloʃ
ভাতিজা।এ,bʱat̪iɟa।e,গেঞ্জিডি,genɟidi,খাইবা,kʰa͡i̯ba,গার্লফ্রেন্ড,garlɔpʰrend,মিটার,mitar
গেসুল,gesul,রাইখ্যালাইন,ra͡i̯kkʰala͡i̯n,ফালাইবা,pʰala͡i̯ba,বাও,ba͡o̯,মাঠের,matʰer
